Variable,Year,Value,RSE,State,Industry
Beef calves at 30 June (no.),2006,36,13,Victoria,All Broadacre
Beef cows at 30 June (no.),2006,59,11,Victoria,All Broadacre
Dairy cattle at June 30 (no.),2006,0,105,Victoria,All Broadacre
Lambs at 30 June (no.),2006,399,11,Victoria,All Broadacre
Sheep flock at 30 June (no.),2006,1400,9,Victoria,All Broadacre
Beef bulls at 30 June (no.),2006,6,17,Victoria,Beef
Beef calves at 30 June (no.),2006,105,13,Victoria,Beef
Beef cows at 30 June (no.),2006,161,11,Victoria,Beef
Dairy cattle at June 30 (no.),2006,0,,Victoria,Beef
Lambs at 30 June (no.),2006,15,58,Victoria,Beef
Sheep flock at 30 June (no.),2006,55,37,Victoria,Beef
Beef bulls at 30 June (no.),2006,0,40,Victoria,Cropping
Beef calves at 30 June (no.),2006,4,39,Victoria,Cropping
Beef cows at 30 June (no.),2006,8,34,Victoria,Cropping
Dairy cattle at June 30 (no.),2006,0,,Victoria,Cropping
Lambs at 30 June (no.),2006,281,24,Victoria,Cropping
Sheep flock at 30 June (no.),2006,714,17,Victoria,Cropping
Dairy cattle at June 30 (no.),2006,309,5,Victoria,Dairy
Dairy cows at 30 June (no.),2006,209,5,Victoria,Dairy
Beef bulls at 30 June (no.),2006,1,28,Victoria,Mixed
Beef calves at 30 June (no.),2006,5,35,Victoria,Mixed
Beef cows at 30 June (no.),2006,21,38,Victoria,Mixed
Dairy cattle at June 30 (no.),2006,1,96,Victoria,Mixed
Lambs at 30 June (no.),2006,475,17,Victoria,Mixed
Sheep flock at 30 June (no.),2006,1593,14,Victoria,Mixed
Beef bulls at 30 June (no.),2006,1,29,Victoria,Sheep
Beef calves at 30 June (no.),2006,5,38,Victoria,Sheep
Beef cows at 30 June (no.),2006,11,38,Victoria,Sheep
Dairy cattle at June 30 (no.),2006,0,,Victoria,Sheep
Lambs at 30 June (no.),2006,667,17,Victoria,Sheep
Sheep flock at 30 June (no.),2006,2460,12,Victoria,Sheep
Beef bulls at 30 June (no.),2006,5,38,Victoria,Sheep-Beef
Beef calves at 30 June (no.),2006,77,31,Victoria,Sheep-Beef
Beef cows at 30 June (no.),2006,114,23,Victoria,Sheep-Beef
Dairy cattle at June 30 (no.),2006,0,,Victoria,Sheep-Beef
Lambs at 30 June (no.),2006,581,44,Victoria,Sheep-Beef
Sheep flock at 30 June (no.),2006,2308,24,Victoria,Sheep-Beef
Beef bulls at 30 June (no.),2006,7,18,Western Australia,All Broadacre
Beef calves at 30 June (no.),2006,61,20,Western Australia,All Broadacre
Beef cows at 30 June (no.),2006,107,18,Western Australia,All Broadacre
Dairy cattle at June 30 (no.),2006,0,,Western Australia,All Broadacre
Lambs at 30 June (no.),2006,781,13,Western Australia,All Broadacre
Sheep flock at 30 June (no.),2006,2808,11,Western Australia,All Broadacre
Beef bulls at 30 June (no.),2006,32,17,Western Australia,Beef
Beef calves at 30 June (no.),2006,270,20,Western Australia,Beef
Beef cows at 30 June (no.),2006,485,18,Western Australia,Beef
Dairy cattle at June 30 (no.),2006,0,,Western Australia,Beef
Lambs at 30 June (no.),2006,14,60,Western Australia,Beef
Sheep flock at 30 June (no.),2006,43,55,Western Australia,Beef
Beef bulls at 30 June (no.),2006,0,67,Western Australia,Cropping
Beef calves at 30 June (no.),2006,2,68,Western Australia,Cropping
Beef cows at 30 June (no.),2006,3,66,Western Australia,Cropping
Dairy cattle at June 30 (no.),2006,0,,Western Australia,Cropping
Lambs at 30 June (no.),2006,596,16,Western Australia,Cropping
Sheep flock at 30 June (no.),2006,2199,18,Western Australia,Cropping
Dairy cattle at June 30 (no.),2006,399,6,Western Australia,Dairy
Dairy cows at 30 June (no.),2006,217,5,Western Australia,Dairy
Beef bulls at 30 June (no.),2006,2,77,Western Australia,Mixed
Beef calves at 30 June (no.),2006,17,75,Western Australia,Mixed
Beef cows at 30 June (no.),2006,23,67,Western Australia,Mixed
Dairy cattle at June 30 (no.),2006,0,,Western Australia,Mixed
Lambs at 30 June (no.),2006,1171,16,Western Australia,Mixed
Sheep flock at 30 June (no.),2006,4034,13,Western Australia,Mixed
Beef bulls at 30 June (no.),2006,2,97,Western Australia,Sheep
Beef calves at 30 June (no.),2006,10,41,Western Australia,Sheep
Beef cows at 30 June (no.),2006,22,46,Western Australia,Sheep
Dairy cattle at June 30 (no.),2006,0,,Western Australia,Sheep
Lambs at 30 June (no.),2006,1209,27,Western Australia,Sheep
Sheep flock at 30 June (no.),2006,4386,24,Western Australia,Sheep
Beef bulls at 30 June (no.),2006,7,102,Western Australia,Sheep-Beef
Beef calves at 30 June (no.),2006,115,110,Western Australia,Sheep-Beef
Beef cows at 30 June (no.),2006,192,85,Western Australia,Sheep-Beef
Dairy cattle at June 30 (no.),2006,0,,Western Australia,Sheep-Beef
Lambs at 30 June (no.),2006,222,237,Western Australia,Sheep-Beef
Sheep flock at 30 June (no.),2006,1377,67,Western Australia,Sheep-Beef
Beef bulls at 30 June (no.),2007,4,13,New South Wales,All Broadacre
Beef calves at 30 June (no.),2007,52,11,New South Wales,All Broadacre
Beef cows at 30 June (no.),2007,90,10,New South Wales,All Broadacre
Dairy cattle at June 30 (no.),2007,1,101,New South Wales,All Broadacre
Lambs at 30 June (no.),2007,358,9,New South Wales,All Broadacre
Sheep flock at 30 June (no.),2007,1348,7,New South Wales,All Broadacre
Beef bulls at 30 June (no.),2007,9,20,New South Wales,Beef
Beef calves at 30 June (no.),2007,97,18,New South Wales,Beef
Beef cows at 30 June (no.),2007,167,18,New South Wales,Beef
Dairy cattle at June 30 (no.),2007,2,101,New South Wales,Beef
Lambs at 30 June (no.),2007,75,52,New South Wales,Beef
Sheep flock at 30 June (no.),2007,270,54,New South Wales,Beef
Beef bulls at 30 June (no.),2007,2,40,New South Wales,Cropping
Beef calves at 30 June (no.),2007,25,26,New South Wales,Cropping
Beef cows at 30 June (no.),2007,45,20,New South Wales,Cropping
Dairy cattle at June 30 (no.),2007,0,,New South Wales,Cropping
Lambs at 30 June (no.),2007,257,26,New South Wales,Cropping
Sheep flock at 30 June (no.),2007,970,16,New South Wales,Cropping
Dairy cattle at June 30 (no.),2007,334,6,New South Wales,Dairy
Dairy cows at 30 June (no.),2007,201,6,New South Wales,Dairy
Beef bulls at 30 June (no.),2007,2,21,New South Wales,Mixed
Beef calves at 30 June (no.),2007,39,21,New South Wales,Mixed
Beef cows at 30 June (no.),2007,64,18,New South Wales,Mixed
Dairy cattle at June 30 (no.),2007,0,,New South Wales,Mixed
Lambs at 30 June (no.),2007,492,14,New South Wales,Mixed
Sheep flock at 30 June (no.),2007,1649,12,New South Wales,Mixed
Beef bulls at 30 June (no.),2007,1,32,New South Wales,Sheep
Beef calves at 30 June (no.),2007,22,44,New South Wales,Sheep
Beef cows at 30 June (no.),2007,37,38,New South Wales,Sheep
Dairy cattle at June 30 (no.),2007,0,,New South Wales,Sheep
Lambs at 30 June (no.),2007,619,23,New South Wales,Sheep
Sheep flock at 30 June (no.),2007,2537,16,New South Wales,Sheep
Beef bulls at 30 June (no.),2007,4,20,New South Wales,Sheep-Beef
Beef calves at 30 June (no.),2007,50,17,New South Wales,Sheep-Beef
Beef cows at 30 June (no.),2007,94,15,New South Wales,Sheep-Beef
Dairy cattle at June 30 (no.),2007,0,,New South Wales,Sheep-Beef
Lambs at 30 June (no.),2007,475,15,New South Wales,Sheep-Beef
Sheep flock at 30 June (no.),2007,1901,12,New South Wales,Sheep-Beef
Beef bulls at 30 June (no.),2007,253,29,Northern Territory,All Broadacre
Beef calves at 30 June (no.),2007,1235,20,Northern Territory,All Broadacre
Beef cows at 30 June (no.),2007,5524,26,Northern Territory,All Broadacre
Dairy cattle at June 30 (no.),2007,0,,Northern Territory,All Broadacre
Lambs at 30 June (no.),2007,0,,Northern Territory,All Broadacre
Sheep flock at 30 June (no.),2007,0,,Northern Territory,All Broadacre
Beef bulls at 30 June (no.),2007,253,29,Northern Territory,Beef
Beef calves at 30 June (no.),2007,1235,20,Northern Territory,Beef
Beef cows at 30 June (no.),2007,5524,26,Northern Territory,Beef
Dairy cattle at June 30 (no.),2007,0,,Northern Territory,Beef
Lambs at 30 June (no.),2007,0,,Northern Territory,Beef
Sheep flock at 30 June (no.),2007,0,,Northern Territory,Beef
Beef bulls at 30 June (no.),2007,19,15,Queensland,All Broadacre
Beef calves at 30 June (no.),2007,171,9,Queensland,All Broadacre
Beef cows at 30 June (no.),2007,413,9,Queensland,All Broadacre
Dairy cattle at June 30 (no.),2007,0,,Queensland,All Broadacre
Lambs at 30 June (no.),2007,83,28,Queensland,All Broadacre
Sheep flock at 30 June (no.),2007,375,22,Queensland,All Broadacre
Beef bulls at 30 June (no.),2007,27,16,Queensland,Beef
Beef calves at 30 June (no.),2007,237,10,Queensland,Beef
Beef cows at 30 June (no.),2007,568,10,Queensland,Beef
Dairy cattle at June 30 (no.),2007,0,,Queensland,Beef
Lambs at 30 June (no.),2007,19,65,Queensland,Beef
Sheep flock at 30 June (no.),2007,77,59,Queensland,Beef
Beef bulls at 30 June (no.),2007,2,138,Queensland,Cropping
Beef calves at 30 June (no.),2007,10,141,Queensland,Cropping
Beef cows at 30 June (no.),2007,35,121,Queensland,Cropping
Dairy cattle at June 30 (no.),2007,0,,Queensland,Cropping
Lambs at 30 June (no.),2007,23,66,Queensland,Cropping
Sheep flock at 30 June (no.),2007,69,67,Queensland,Cropping
Dairy cattle at June 30 (no.),2007,226,9,Queensland,Dairy
Dairy cows at 30 June (no.),2007,147,9,Queensland,Dairy
Beef bulls at 30 June (no.),2007,4,22,Queensland,Mixed
Beef calves at 30 June (no.),2007,63,31,Queensland,Mixed
Beef cows at 30 June (no.),2007,126,25,Queensland,Mixed
Dairy cattle at June 30 (no.),2007,0,,Queensland,Mixed
Lambs at 30 June (no.),2007,75,63,Queensland,Mixed
Sheep flock at 30 June (no.),2007,444,47,Queensland,Mixed
Beef bulls at 30 June (no.),2007,2,32,Queensland,Sheep
Beef calves at 30 June (no.),2007,11,48,Queensland,Sheep
Beef cows at 30 June (no.),2007,25,37,Queensland,Sheep
Dairy cattle at June 30 (no.),2007,0,,Queensland,Sheep
Lambs at 30 June (no.),2007,1107,63,Queensland,Sheep
Sheep flock at 30 June (no.),2007,4028,46,Queensland,Sheep
Beef bulls at 30 June (no.),2007,12,24,Queensland,Sheep-Beef
Beef calves at 30 June (no.),2007,86,37,Queensland,Sheep-Beef
Beef cows at 30 June (no.),2007,284,22,Queensland,Sheep-Beef
Dairy cattle at June 30 (no.),2007,0,,Queensland,Sheep-Beef
Lambs at 30 June (no.),2007,758,19,Queensland,Sheep-Beef
Sheep flock at 30 June (no.),2007,3898,20,Queensland,Sheep-Beef
Beef bulls at 30 June (no.),2007,2,19,South Australia,All Broadacre
Beef calves at 30 June (no.),2007,29,16,South Australia,All Broadacre
Beef cows at 30 June (no.),2007,49,15,South Australia,All Broadacre
Dairy cattle at June 30 (no.),2007,0,,South Australia,All Broadacre
Lambs at 30 June (no.),2007,491,11,South Australia,All Broadacre
Sheep flock at 30 June (no.),2007,1514,8,South Australia,All Broadacre
Beef bulls at 30 June (no.),2007,9,25,South Australia,Beef
Beef calves at 30 June (no.),2007,85,38,South Australia,Beef
Beef cows at 30 June (no.),2007,215,23,South Australia,Beef
Dairy cattle at June 30 (no.),2007,0,,South Australia,Beef
Lambs at 30 June (no.),2007,24,92,South Australia,Beef
Sheep flock at 30 June (no.),2007,95,104,South Australia,Beef
Beef bulls at 30 June (no.),2007,1,113,South Australia,Cropping
Beef calves at 30 June (no.),2007,5,186,South Australia,Cropping
Beef cows at 30 June (no.),2007,6,190,South Australia,Cropping
Dairy cattle at June 30 (no.),2007,0,,South Australia,Cropping
Lambs at 30 June (no.),2007,211,35,South Australia,Cropping
Sheep flock at 30 June (no.),2007,603,26,South Australia,Cropping
Dairy cattle at June 30 (no.),2007,423,5,South Australia,Dairy
Dairy cows at 30 June (no.),2007,250,5,South Australia,Dairy
Beef bulls at 30 June (no.),2007,1,45,South Australia,Mixed
Beef calves at 30 June (no.),2007,9,33,South Australia,Mixed
Beef cows at 30 June (no.),2007,14,37,South Australia,Mixed
Dairy cattle at June 30 (no.),2007,0,,South Australia,Mixed
Lambs at 30 June (no.),2007,454,11,South Australia,Mixed
Sheep flock at 30 June (no.),2007,1273,8,South Australia,Mixed
Beef bulls at 30 June (no.),2007,2,40,South Australia,Sheep
Beef calves at 30 June (no.),2007,19,46,South Australia,Sheep
Beef cows at 30 June (no.),2007,36,38,South Australia,Sheep
Dairy cattle at June 30 (no.),2007,0,,South Australia,Sheep
Lambs at 30 June (no.),2007,970,14,South Australia,Sheep
Sheep flock at 30 June (no.),2007,3225,13,South Australia,Sheep
Beef bulls at 30 June (no.),2007,10,27,South Australia,Sheep-Beef
Beef calves at 30 June (no.),2007,152,17,South Australia,Sheep-Beef
Beef cows at 30 June (no.),2007,208,14,South Australia,Sheep-Beef
Dairy cattle at June 30 (no.),2007,0,,South Australia,Sheep-Beef
Lambs at 30 June (no.),2007,1010,25,South Australia,Sheep-Beef
Sheep flock at 30 June (no.),2007,3270,21,South Australia,Sheep-Beef
Beef bulls at 30 June (no.),2007,5,34,Tasmania,All Broadacre
Beef calves at 30 June (no.),2007,50,21,Tasmania,All Broadacre
Beef cows at 30 June (no.),2007,104,30,Tasmania,All Broadacre
Dairy cattle at June 30 (no.),2007,7,102,Tasmania,All Broadacre
Lambs at 30 June (no.),2007,542,18,Tasmania,All Broadacre
Sheep flock at 30 June (no.),2007,1980,17,Tasmania,All Broadacre
Beef bulls at 30 June (no.),2007,5,48,Tasmania,Beef
Beef calves at 30 June (no.),2007,100,49,Tasmania,Beef
Beef cows at 30 June (no.),2007,96,41,Tasmania,Beef
Dairy cattle at June 30 (no.),2007,0,,Tasmania,Beef
Lambs at 30 June (no.),2007,24,80,Tasmania,Beef
Sheep flock at 30 June (no.),2007,42,85,Tasmania,Beef
Dairy cattle at June 30 (no.),2007,373,11,Tasmania,Dairy
Dairy cows at 30 June (no.),2007,239,11,Tasmania,Dairy
Beef bulls at 30 June (no.),2007,1,53,Tasmania,Mixed
Beef calves at 30 June (no.),2007,18,67,Tasmania,Mixed
Beef cows at 30 June (no.),2007,57,52,Tasmania,Mixed
Dairy cattle at June 30 (no.),2007,0,,Tasmania,Mixed
Lambs at 30 June (no.),2007,279,51,Tasmania,Mixed
Sheep flock at 30 June (no.),2007,1017,47,Tasmania,Mixed
Beef bulls at 30 June (no.),2007,2,24,Tasmania,Sheep
Beef calves at 30 June (no.),2007,16,26,Tasmania,Sheep
Beef cows at 30 June (no.),2007,38,31,Tasmania,Sheep
Dairy cattle at June 30 (no.),2007,12,82,Tasmania,Sheep
Lambs at 30 June (no.),2007,586,24,Tasmania,Sheep
Sheep flock at 30 June (no.),2007,2186,20,Tasmania,Sheep
Beef bulls at 30 June (no.),2007,24,11,Tasmania,Sheep-Beef
Beef calves at 30 June (no.),2007,145,31,Tasmania,Sheep-Beef
Beef cows at 30 June (no.),2007,451,14,Tasmania,Sheep-Beef
Dairy cattle at June 30 (no.),2007,0,,Tasmania,Sheep-Beef
Lambs at 30 June (no.),2007,1234,17,Tasmania,Sheep-Beef
Sheep flock at 30 June (no.),2007,4373,23,Tasmania,Sheep-Beef
Beef bulls at 30 June (no.),2007,4,18,Victoria,All Broadacre
Beef calves at 30 June (no.),2007,37,13,Victoria,All Broadacre
Beef cows at 30 June (no.),2007,60,10,Victoria,All Broadacre
Dairy cattle at June 30 (no.),2007,0,121,Victoria,All Broadacre
Lambs at 30 June (no.),2007,329,11,Victoria,All Broadacre
Sheep flock at 30 June (no.),2007,1168,9,Victoria,All Broadacre
Beef bulls at 30 June (no.),2007,5,17,Victoria,Beef
Beef calves at 30 June (no.),2007,64,18,Victoria,Beef
Beef cows at 30 June (no.),2007,107,11,Victoria,Beef
Dairy cattle at June 30 (no.),2007,1,130,Victoria,Beef
Lambs at 30 June (no.),2007,15,105,Victoria,Beef
Sheep flock at 30 June (no.),2007,57,97,Victoria,Beef
Beef bulls at 30 June (no.),2007,0,45,Victoria,Cropping
Beef calves at 30 June (no.),2007,3,54,Victoria,Cropping
Beef cows at 30 June (no.),2007,4,45,Victoria,Cropping
Dairy cattle at June 30 (no.),2007,0,,Victoria,Cropping
Lambs at 30 June (no.),2007,206,17,Victoria,Cropping
Sheep flock at 30 June (no.),2007,624,16,Victoria,Cropping
Dairy cattle at June 30 (no.),2007,300,4,Victoria,Dairy
Dairy cows at 30 June (no.),2007,199,5,Victoria,Dairy
Beef bulls at 30 June (no.),2007,2,51,Victoria,Mixed
Beef calves at 30 June (no.),2007,17,26,Victoria,Mixed
Beef cows at 30 June (no.),2007,26,21,Victoria,Mixed
Dairy cattle at June 30 (no.),2007,0,,Victoria,Mixed
Lambs at 30 June (no.),2007,397,15,Victoria,Mixed
Sheep flock at 30 June (no.),2007,1202,14,Victoria,Mixed
Beef bulls at 30 June (no.),2007,0,45,Victoria,Sheep
Beef calves at 30 June (no.),2007,8,46,Victoria,Sheep
Beef cows at 30 June (no.),2007,12,38,Victoria,Sheep
Dairy cattle at June 30 (no.),2007,0,,Victoria,Sheep
Lambs at 30 June (no.),2007,732,13,Victoria,Sheep
Sheep flock at 30 June (no.),2007,2727,9,Victoria,Sheep
Beef bulls at 30 June (no.),2007,12,40,Victoria,Sheep-Beef
Beef calves at 30 June (no.),2007,89,23,Victoria,Sheep-Beef
Beef cows at 30 June (no.),2007,151,16,Victoria,Sheep-Beef
Dairy cattle at June 30 (no.),2007,0,,Victoria,Sheep-Beef
Lambs at 30 June (no.),2007,636,23,Victoria,Sheep-Beef
Sheep flock at 30 June (no.),2007,2534,15,Victoria,Sheep-Beef
Beef bulls at 30 June (no.),2007,6,41,Western Australia,All Broadacre
Beef calves at 30 June (no.),2007,63,22,Western Australia,All Broadacre
Beef cows at 30 June (no.),2007,109,20,Western Australia,All Broadacre
Dairy cattle at June 30 (no.),2007,7,86,Western Australia,All Broadacre
Lambs at 30 June (no.),2007,582,15,Western Australia,All Broadacre
Sheep flock at 30 June (no.),2007,2746,13,Western Australia,All Broadacre
Beef bulls at 30 June (no.),2007,40,32,Western Australia,Beef
Beef calves at 30 June (no.),2007,412,18,Western Australia,Beef
Beef cows at 30 June (no.),2007,740,15,Western Australia,Beef
Dairy cattle at June 30 (no.),2007,64,53,Western Australia,Beef
Lambs at 30 June (no.),2007,41,52,Western Australia,Beef
Sheep flock at 30 June (no.),2007,90,50,Western Australia,Beef
Beef bulls at 30 June (no.),2007,1,94,Western Australia,Cropping
Beef calves at 30 June (no.),2007,3,63,Western Australia,Cropping
Beef cows at 30 June (no.),2007,6,59,Western Australia,Cropping
Dairy cattle at June 30 (no.),2007,0,,Western Australia,Cropping
Lambs at 30 June (no.),2007,497,20,Western Australia,Cropping
Sheep flock at 30 June (no.),2007,1919,16,Western Australia,Cropping
Dairy cattle at June 30 (no.),2007,394,5,Western Australia,Dairy
Dairy cows at 30 June (no.),2007,212,5,Western Australia,Dairy
Beef bulls at 30 June (no.),2007,2,48,Western Australia,Mixed
Beef calves at 30 June (no.),2007,24,38,Western Australia,Mixed
Beef cows at 30 June (no.),2007,35,34,Western Australia,Mixed
Dairy cattle at June 30 (no.),2007,0,,Western Australia,Mixed
Lambs at 30 June (no.),2007,852,12,Western Australia,Mixed
Sheep flock at 30 June (no.),2007,4180,9,Western Australia,Mixed
Beef bulls at 30 June (no.),2007,1,67,Western Australia,Sheep
Beef calves at 30 June (no.),2007,15,67,Western Australia,Sheep
Beef cows at 30 June (no.),2007,23,62,Western Australia,Sheep
Dairy cattle at June 30 (no.),2007,0,,Western Australia,Sheep
Lambs at 30 June (no.),2007,624,52,Western Australia,Sheep
Sheep flock at 30 June (no.),2007,3002,49,Western Australia,Sheep
Beef bulls at 30 June (no.),2007,12,34,Western Australia,Sheep-Beef
Beef calves at 30 June (no.),2007,233,17,Western Australia,Sheep-Beef
Beef cows at 30 June (no.),2007,403,42,Western Australia,Sheep-Beef
Dairy cattle at June 30 (no.),2007,0,,Western Australia,Sheep-Beef
Lambs at 30 June (no.),2007,131,57,Western Australia,Sheep-Beef
Sheep flock at 30 June (no.),2007,2399,33,Western Australia,Sheep-Beef
Beef bulls at 30 June (no.),2008,4,8,New South Wales,All Broadacre
Beef calves at 30 June (no.),2008,51,7,New South Wales,All Broadacre
Beef cows at 30 June (no.),2008,103,6,New South Wales,All Broadacre
Dairy cattle at June 30 (no.),2008,0,,New South Wales,All Broadacre
Lambs at 30 June (no.),2008,368,6,New South Wales,All Broadacre
Sheep flock at 30 June (no.),2008,1326,6,New South Wales,All Broadacre
Beef bulls at 30 June (no.),2008,8,13,New South Wales,Beef
